rvr_address,rvr_name,evo5_address,evo5_prior_name,similarity,rvr_instr_count,evo5_instr_count,decision
0001401f,sat_add_s16,0001401f,sat_add_s16,1.0,10,10,SKIPPED_TOO_SHORT
00014036,sat_sub_u16,00014036,sat_sub_u16,1.0,7,7,SKIPPED_TOO_SHORT
00014045,sat_sub_u16_clamp0,00014045,sat_sub_u16_clamp0,1.0,10,10,SKIPPED_TOO_SHORT
0001405c,sat_mul_u16,0001405c,sat_mul_u16,1.0,9,9,SKIPPED_TOO_SHORT
0001406f,mul_u16_hi,0001406f,mul_u16_hi,1.0,5,5,SKIPPED_TOO_SHORT
00014079,mul_u16_x2_or_sum_check_overflow,000141dc,muldiv_u16_scaled,0.5,34,26,SKIPPED_LOW_SIMILARITY
000140c0,div_u16_sat,000140c0,div_u16_sat,1.0,14,14,SKIPPED_TOO_SHORT
000140dc,div_u32_u16_sat,000140dc,div_u32_u16_sat,1.0,16,16,ALREADY_CORRECT
000140fc,div_u16_sat2,0001417d,div_u32_u16_rounded,0.8846,23,29,SKIPPED_LOW_SIMILARITY
0001412b,div_u16_rounded,0001412b,div_u16_rounded,1.0,19,19,ALREADY_CORRECT
00014151,div_s32_s16_rounded,00014151,div_s32_s16_rounded,1.0,22,22,ALREADY_CORRECT
0001417d,div_u32_u16_rounded,0001417d,div_u32_u16_rounded,1.0,29,29,ALREADY_CORRECT
000141ba,muldiv_u16,000141ba,muldiv_u16,1.0,17,17,ALREADY_CORRECT
000141dc,muldiv_u16_scaled,000141dc,muldiv_u16_scaled,1.0,26,26,ALREADY_CORRECT
00014219,muldiv_s16_rounded,00014219,muldiv_s16_rounded,1.0,23,23,ALREADY_CORRECT
00014247,muldiv_s16_rounded_3op,00014247,muldiv_s16_rounded_3op,1.0,32,32,ALREADY_CORRECT
00014293,mul_u16_x2_sat_alt,00014293,mul_u16_x2_sat_alt,1.0,16,16,ALREADY_CORRECT
000142b4,mul_u16_sat_s16,000142b4,mul_u16_sat_s16,1.0,29,29,ALREADY_CORRECT
000142f3,mul_u16_x2_sat,000142f3,mul_u16_x2_sat,1.0,21,21,ALREADY_CORRECT
0001431f,mul_u16_dbl_sat,000142b4,mul_u16_sat_s16,0.9063,35,29,SKIPPED_LOW_SIMILARITY
0001436c,mul_u16_shr8_sat,0001436c,mul_u16_shr8_sat,1.0,13,13,SKIPPED_TOO_SHORT
00014387,muldiv_u16_shr8_sat,00014387,muldiv_u16_shr8_sat,1.0,25,25,ALREADY_CORRECT
000143bf,mul_fixedpoint_8,000143bf,mul_fixedpoint_8,1.0,20,20,ALREADY_CORRECT
000143e8,mul_u16_shr8_sat2,00014387,muldiv_u16_shr8_sat,0.8929,31,25,SKIPPED_LOW_SIMILARITY
0001442d,clamp_u8,0001442d,clamp_u8,1.0,7,7,SKIPPED_TOO_SHORT
0001443c,passthrough_or_sat,0001443c,passthrough_or_sat,1.0,8,8,SKIPPED_TOO_SHORT
0001444c,clamp_u16,0001444c,clamp_u16,1.0,19,19,ALREADY_CORRECT
00014471,select_min_xy_triple,00014471,select_min_xy_triple,1.0,34,34,ALREADY_CORRECT
000144b4,get_high_byte,000144b4,get_high_byte,1.0,6,6,SKIPPED_TOO_SHORT
000144bf,identity_passthrough_u16,000144bf,identity_passthrough_u16,1.0,4,4,SKIPPED_TOO_SHORT
000144c6,shift_left_byte_to_high,000144c6,shift_left_byte_to_high,1.0,6,6,SKIPPED_TOO_SHORT
000144d1,identity_passthrough_arg1,000144d1,identity_passthrough_arg1,1.0,5,5,SKIPPED_TOO_SHORT
000144da,round_high_byte_signed,000144da,round_high_byte_signed,1.0,11,11,SKIPPED_TOO_SHORT
000144ef,inc_if_signed_flag,000144ef,inc_if_signed_flag,1.0,9,9,SKIPPED_TOO_SHORT
00014502,swap_bytes_u16,000144b4,get_high_byte,0.9091,5,6,SKIPPED_TOO_SHORT
0001450b,swap_invert_high_byte,0001450b,swap_invert_high_byte,1.0,8,8,SKIPPED_TOO_SHORT
0001451a,zero_ram_range,0001451a,zero_ram_range,1.0,10,10,SKIPPED_TOO_SHORT
0001452d,decrement_counters_in_range,0001452d,decrement_counters_in_range,1.0,15,15,ALREADY_CORRECT
0001454c,increment_counters_in_range,0001454c,increment_counters_in_range,1.0,15,15,ALREADY_CORRECT
0001456d,axis_interp_lerp_u8frac_256,0001456d,axis_interp_lerp_u8frac_256,1.0,20,20,ALREADY_CORRECT
00014599,weighted_blend_u8frac,00014599,weighted_blend_u8frac,1.0,19,19,ALREADY_CORRECT
000145c5,weighted_blend_4term_u8frac,000145c5,weighted_blend_4term_u8frac,1.0,31,31,ALREADY_CORRECT
0001460d,weighted_blend_2term_u8frac_div255,000145c5,weighted_blend_4term_u8frac,0.8667,29,31,SKIPPED_LOW_SIMILARITY
00014656,table_lookup_interp,00014656,table_lookup_interp,1.0,99,99,ALREADY_CORRECT
00014735,axis_lookup_interp,00014735,axis_lookup_interp,1.0,66,66,ALREADY_CORRECT
000147c6,axis_interp_lerp_u8frac,000147c6,axis_interp_lerp_u8frac,1.0,39,39,ALREADY_CORRECT
0001481c,read_indexed_byte_f1fc,0001481c,read_indexed_byte_f1fc,1.0,12,12,SKIPPED_TOO_SHORT
00014838,table_read_word_indexed_f1fc,00014880,table_read_indexed,0.9231,12,14,SKIPPED_TOO_SHORT
00014854,table_lookup_indexed,00014854,table_lookup_indexed,1.0,18,18,ALREADY_CORRECT
00014880,table_read_indexed,00014880,table_read_indexed,1.0,14,14,SKIPPED_TOO_SHORT
000148a2,table_3axis_interp_triple,000148a2,FUN_000148a2,0.9733,96,91,APPLIED
0001497b,table_3axis_interp_triple_wrapper,00014854,table_lookup_indexed,1.0,18,18,SKIPPED_ALREADY_NAMED
000149a7,gear_indexed_table_lookup_f1fc,00014880,table_read_indexed,1.0,14,14,SKIPPED_TOO_SHORT
000149c8,init_copy_const_block_via_memcpy_banked,000149c8,FUN_000149c8,0.8571,16,12,SKIPPED_LOW_SIMILARITY
000149f5,eeprom_backup_table_write_dispatch,000149f5,eeprom_backup_table_write_dispatch,1.0,339,339,ALREADY_CORRECT
00014d6f,channel_validity_gated_handler_dispatch,00014d6f,channel_validity_gated_handler_dispatch,1.0,42,42,ALREADY_CORRECT
00014dd8,adc_backup_snapshot_write_if_time_elapsed,00014dd8,adc_backup_snapshot_write_if_time_elapsed,1.0,103,103,ALREADY_CORRECT
00014edd,channel_periodic_update_ringbuf_snapshot,00014edd,channel_periodic_update_ringbuf_snapshot,1.0,142,142,ALREADY_CORRECT
0001504b,adc_5channel_backup_snapshot_write,0001504b,adc_5channel_backup_snapshot_write,1.0,116,116,ALREADY_CORRECT
0001517c,entry,0001517c,entry,1.0,11,11,SKIPPED_TOO_SHORT
0001519e,stub_empty_0x1519e,0001519e,stub_empty_0x1519e,1.0,1,1,SKIPPED_TOO_SHORT
000151a0,noop_return,0001519e,stub_empty_0x1519e,1.0,1,1,SKIPPED_TOO_SHORT
000151a2,peripheral_register_cold_init,000151a2,FUN_000151a2,0.9667,62,58,SKIPPED_LOW_SIMILARITY
0001528c,peripheral_register_warm_init,0001528c,peripheral_register_warm_init,1.0,35,35,ALREADY_CORRECT
00015319,update_flag_f9a0_bit6_cond,00015319,update_flag_f9a0_bit6_cond,1.0,13,13,SKIPPED_TOO_SHORT
00015341,compose_status_words_f0f6_fc,00015341,compose_status_words_f0f6_fc,1.0,127,127,ALREADY_CORRECT
00015477,compose_status_word_f102,00015477,compose_status_word_f102,1.0,82,82,ALREADY_CORRECT
0001553d,check_flag_fe96_bit7_clear,0001553d,check_flag_fe96_bit7_clear,1.0,5,5,SKIPPED_TOO_SHORT
00015549,check_flag_f0d8_bit0_clear,0001553d,check_flag_fe96_bit7_clear,1.0,5,5,SKIPPED_TOO_SHORT
00015555,check_flag_fe87_bit1_clear,0001553d,check_flag_fe96_bit7_clear,1.0,5,5,SKIPPED_TOO_SHORT
00015561,check_flag_fe8a_bit1_set,00015561,check_flag_fe8a_bit1_set,1.0,5,5,SKIPPED_TOO_SHORT
0001556d,adc_read_sequence_main,0001556d,adc_read_sequence_main,1.0,87,87,ALREADY_CORRECT
0001566c,adc_channel_read_and_store_f16e,0001566c,adc_channel_read_and_store_f16e,1.0,12,12,SKIPPED_TOO_SHORT
00015689,adc_read_sequence_b,00015689,adc_read_sequence_b,1.0,13,13,SKIPPED_TOO_SHORT
000156ad,adc_read_channel_6,000156ad,adc_read_channel_6,1.0,8,8,SKIPPED_TOO_SHORT
000156c2,zero_var_f15a,000156c2,zero_var_f15a,1.0,2,2,SKIPPED_TOO_SHORT
000156c8,identity_passthrough_u16_b,000156c8,identity_passthrough_u16_b,1.0,3,3,SKIPPED_TOO_SHORT
000156ce,mirror_status_f0e6_to_ports,000156ce,mirror_status_f0e6_to_ports,1.0,68,68,ALREADY_CORRECT
0001578f,mirror_status_f0ea_to_ports,0001578f,mirror_status_f0ea_to_ports,1.0,71,71,ALREADY_CORRECT
00015857,update_flag_fe97_bit2_cond,00015857,update_flag_fe97_bit2_cond,1.0,11,11,SKIPPED_TOO_SHORT
00015877,update_flag_fe82_bit2_cond,00015877,update_flag_fe82_bit2_cond,1.0,11,11,SKIPPED_TOO_SHORT
00015897,toggle_flag_fe8b_bit4,00015897,toggle_flag_fe8b_bit4,1.0,2,2,SKIPPED_TOO_SHORT
0001589d,clear_flag_fe93_bit4,0001589d,clear_flag_fe93_bit4,1.0,2,2,SKIPPED_TOO_SHORT
000158a7,update_port_fe82_indexed,000158a7,update_port_fe82_indexed,1.0,17,17,ALREADY_CORRECT
000158d7,software_pwm_output_scheduler,000158d7,software_pwm_output_scheduler,1.0,100,100,ALREADY_CORRECT
00015a06,serial_fef9_duty_scale_and_set,00015a06,serial_fef9_duty_scale_and_set,1.0,18,18,ALREADY_CORRECT
00015a3a,init_scale_factor_f9ac,00015a3a,init_scale_factor_f9ac,1.0,17,17,ALREADY_CORRECT
00015a6c,identity_passthrough_arg1_unused,000156c8,identity_passthrough_u16_b,0.75,5,3,SKIPPED_TOO_SHORT
00015a76,peripheral_regs_ff2x_ff9x_bulk_zero_init,00015a76,peripheral_regs_ff2x_ff9x_bulk_zero_init,1.0,35,35,ALREADY_CORRECT
00015aff,init_reg_feb8_feb9,00015aff,init_reg_feb8_feb9,1.0,3,3,SKIPPED_TOO_SHORT
00015b0b,noop_return_void,0001519e,stub_empty_0x1519e,1.0,1,1,SKIPPED_TOO_SHORT
00015b0d,adc_channel_convert_and_read,00015b0d,adc_channel_convert_and_read,1.0,17,17,ALREADY_CORRECT
00015b3f,init_state_block_f97a,00015b3f,init_state_block_f97a,1.0,20,20,ALREADY_CORRECT
00015b90,init_flags_ff51_52,00015b90,init_flags_ff51_52,1.0,4,4,SKIPPED_TOO_SHORT
00015b9e,sci1_timing_period_tracker,00015b9e,sci1_timing_period_tracker,1.0,32,32,ALREADY_CORRECT
00015c0a,isr_sci1_eri_reset_timeout,00015c0a,isr_sci1_eri_reset_timeout,1.0,28,28,ALREADY_CORRECT
00015c6c,detect_sci1_param_change_reset,00015c6c,detect_sci1_param_change_reset,1.0,19,19,ALREADY_CORRECT
00015caa,isr_sci1_eri,00015caa,isr_sci1_eri,1.0,8,8,SKIPPED_TOO_SHORT
00015cbd,timer_block_cold_init,00015cbd,timer_block_cold_init,1.0,30,30,ALREADY_CORRECT
00015d36,timer_block_cold_init_b,00015d36,timer_block_cold_init_b,1.0,22,22,ALREADY_CORRECT
00015d92,isr_sci2_eri,00015d92,isr_sci2_eri,1.0,21,21,ALREADY_CORRECT
00015dd0,timer_ff41_ff44_ff4a_cold_init,00015dd0,timer_ff41_ff44_ff4a_cold_init,1.0,14,14,SKIPPED_TOO_SHORT
00015e01,timer_ff41_ff42_warm_init,00015e01,timer_ff41_ff42_warm_init,1.0,6,6,SKIPPED_TOO_SHORT
00015e17,sci3_timeout_set_abort,00015e17,sci3_timeout_set_abort,1.0,33,33,ALREADY_CORRECT
00015e79,sci3_timeout_set_retry,00015e17,sci3_timeout_set_abort,1.0,33,33,SKIPPED_ALREADY_NAMED
00015edb,sci3_timeout_clear_flag,00015edb,sci3_timeout_clear_flag,1.0,23,23,ALREADY_CORRECT
00015f1a,timer_ff44_ff4a_arm_channels_atomic,00015f1a,timer_ff44_ff4a_arm_channels_atomic,1.0,30,30,ALREADY_CORRECT
00015f71,timer4_oc_arm_from_flags,00015f1a,timer_ff44_ff4a_arm_channels_atomic,1.0,30,30,SKIPPED_ALREADY_NAMED
00015fc8,isr_sci3_rxi,00015fc8,isr_sci3_rxi,1.0,14,14,SKIPPED_TOO_SHORT
00015fec,isr_sci3_txi,00015fec,isr_sci3_txi,1.0,22,22,ALREADY_CORRECT
00016029,compose_status_bits_fe86_fe8a,00016029,compose_status_bits_fe86_fe8a,1.0,20,20,ALREADY_CORRECT
00016059,peripheral_block_ff15_cold_init,00016059,peripheral_block_ff15_cold_init,1.0,14,14,SKIPPED_TOO_SHORT
0001609d,peripheral_block_ff15_warm_init,0001609d,peripheral_block_ff15_warm_init,1.0,12,12,SKIPPED_TOO_SHORT
000160d9,isr_nmi,000160d9,isr_nmi,1.0,16,16,ALREADY_CORRECT
00016102,peripheral_reg_ff1d_cold_init,00016102,peripheral_reg_ff1d_cold_init,1.0,2,2,SKIPPED_TOO_SHORT
00016109,peripheral_reg_ff1d_warm_init,00016102,peripheral_reg_ff1d_cold_init,1.0,2,2,SKIPPED_TOO_SHORT
00016110,latch_flag_read_fede_bit1,00016110,latch_flag_read_fede_bit1,1.0,9,9,SKIPPED_TOO_SHORT
00016128,check_flag_fede_bit2_clear_if_set,00016110,latch_flag_read_fede_bit1,1.0,9,9,SKIPPED_TOO_SHORT
00016140,latch_flag_read_fede_bit3,00016110,latch_flag_read_fede_bit1,1.0,9,9,SKIPPED_TOO_SHORT
00016158,stub_empty_0x16158,00015b0b,noop_return_void,1.0,1,1,SKIPPED_TOO_SHORT
0001615a,stub_empty_0x1615a,00015b0b,noop_return_void,1.0,1,1,SKIPPED_TOO_SHORT
0001615c,propagate_flag_fe96_to_f0d8_db,0001615c,propagate_flag_fe96_to_f0d8_db,1.0,38,38,ALREADY_CORRECT
000161ba,peripheral_block_ff90_cold_init,000161ba,peripheral_block_ff90_cold_init,1.0,5,5,SKIPPED_TOO_SHORT
000161d0,peripheral_block_ff90_warm_init,000161ba,peripheral_block_ff90_cold_init,1.0,5,5,SKIPPED_TOO_SHORT
000161e6,scale_counter_ff96_to_byte_clamped,000161e6,scale_counter_ff96_to_byte_clamped,1.0,22,22,ALREADY_CORRECT
00016222,init_state_block_ff21,00016222,init_state_block_ff21,1.0,20,20,ALREADY_CORRECT
0001626c,peripheral_block_ff21_warm_init,0001626c,peripheral_block_ff21_warm_init,1.0,12,12,SKIPPED_TOO_SHORT
00016297,multi_channel_reg_write_and_poll_ff2x_ff3x,00016297,multi_channel_reg_write_and_poll_ff2x_ff3x,1.0,95,95,ALREADY_CORRECT
000163cc,isr_adi_adc,000163cc,isr_adi_adc,1.0,12,12,SKIPPED_TOO_SHORT
000163eb,ff2a_set_clamped_to_ff26p2_atomic,00016488,timer_ff5a_set_clamped_armed,0.875,15,17,SKIPPED_LOW_SIMILARITY
00016410,compose_fe86_fe8a_status_nibble,00016410,compose_fe86_fe8a_status_nibble,1.0,16,16,ALREADY_CORRECT
0001643a,timer_ff51_ff54_arm_init,0001643a,timer_ff51_ff54_arm_init,1.0,11,11,SKIPPED_TOO_SHORT
0001645e,timer_ff51_ff52_disarm,0001645e,timer_ff51_ff52_disarm,1.0,4,4,SKIPPED_TOO_SHORT
0001646c,init_state_block_ff54,0001646c,init_state_block_ff54,1.0,9,9,SKIPPED_TOO_SHORT
00016488,timer_ff5a_set_clamped_armed,00016488,timer_ff5a_set_clamped_armed,1.0,17,17,ALREADY_CORRECT
000164b7,serial_fef4_cold_init,000164ce,serial_fef4_cold_init,1.0,9,9,SKIPPED_TOO_SHORT
000164da,serial_fef4_warm_init,000164f1,serial_fef4_warm_init,1.0,8,8,SKIPPED_TOO_SHORT
000164f8,serial_fef1_set_clamped,00016529,FUN_00016529,1.0,5,5,SKIPPED_TOO_SHORT
00016505,serial_fef5_set_clamped,00016529,FUN_00016529,1.0,5,5,SKIPPED_TOO_SHORT
00016512,serial_fef9_set_clamped,00016529,FUN_00016529,1.0,5,5,SKIPPED_TOO_SHORT
0001651f,peripheral_block_fec0_fed0_cold_init,00016536,peripheral_block_fec0_fed0_cold_init,1.0,13,13,SKIPPED_TOO_SHORT
0001655a,peripheral_fec0_fed0_state_update,00016571,peripheral_fec0_fed0_state_update,1.0,51,51,ALREADY_CORRECT
00016600,serial_fec3_load_byte0_init,00016617,serial_fec3_load_byte0_init,1.0,16,16,ALREADY_CORRECT
00016631,serial_fec3_load_next_byte,00016648,serial_fec3_load_next_byte,1.0,22,22,ALREADY_CORRECT
00016680,serial_fec5_byte_to_fifo,00016696,serial_fec5_byte_to_fifo,1.0,25,25,ALREADY_CORRECT
000166cd,latch_request_f588,000166e3,FUN_000166e3,1.0,4,4,SKIPPED_TOO_SHORT
000166d7,sci1_tx_response_feeder,000166ed,sci1_tx_response_feeder,1.0,21,21,ALREADY_CORRECT
00016716,sci1_rx_frame_accumulator,0001672c,sci1_rx_frame_accumulator,1.0,32,32,ALREADY_CORRECT
0001677c,sci_request_latch_f58a_conditional,000166e3,FUN_000166e3,1.0,4,4,SKIPPED_TOO_SHORT
