address,name,return_type,params,calling_convention,hash,instruction_count
00025a59,isc_f36a_f36c_target_calc,undefined,"",unknown,1e5d11c072e6fb2e723a39b836b5e0541e360ba4f4ebfba8c4d88a206b14c6a6,48
00025aef,isc_f37c_ramp_target_calc,undefined,"",unknown,eb42569b4fffb48aa6f832b46aa46a8b06d30aedaa74ba429ccddf56ae93701d,85
00025bfd,isc_f352_table_lookup,undefined,"",unknown,ea137860590269269edfe740d8b49ceaebb558df35f63919124503610c56b3e0,7
00025c15,isc_f354_table_lookup_conditional,ushort,"",__stdcall,4dedc39d3923b232f4731121e3a0b5e0cafd4a0afe8e769eba9746c6e8510387,17
00025c48,isc_f356_correction_calc,undefined,"",unknown,fd01c7c83c1b49e40d5e5887093b59dbc7762245a8407cc446125a6a5bbcf644,62
00025cff,f33e_bit15_hysteresis_update,ushort,"",unknown,59938827d29e58d9e7f1c333f2f5cf7b95fd1e0113b7a4cbb153e8d8cf9d33db,13
00025d27,isc_f358_correction_calc,undefined,"",unknown,73ffbd60cad759d72719dd26df23688eb0df0c01348bbccc57a3afa8356c483b,89
00025e1b,isc_f35a_correction_calc,undefined,"",unknown,2802be480b4518088e8682271d3494d8c02faff582c2e1b8fe03e63b9d91a9e8,38
00025e8b,isc_f374_correction_calc,undefined,"",unknown,207e3ac330faf608fb495824aebccb810ceccfbfa668a28a6027bbf83c399338,62
00025f45,isc_f36e_f370_target_calc,undefined,"",unknown,297aadfc2639558130a333d4099178596526594d304899ae8b25af43550543b4,52
00025fee,isc_f350_correction_calc,undefined,"",unknown,59ce2ddcd3d2a155f347667653c8e35b7e8e96d117f049c7b42583ad2d28546d,15
0002601a,isc_f3b2_select,undefined,"",unknown,9ac9f603b71f52ac66771e47e79d8beaab04a676203fc0d4ddb75286783477a2,9
00026034,isc_f380_f37e_correction_calc,void,"",__stdcall,92bf7adf39926b1a3ad58d9bce4efad0f0e6f92359bd436ae9aea6fdf74a7626,45
000260b6,isc_f360_f362_correction_calc,undefined,"",unknown,742847289c8b509e5ff5d104de016a6e382f6616a0af993ee98702eb825a9a7b,15
00026100,isc_stepper_position_reinit,undefined,"",unknown,719131b166063e425372af57348f03bf1d1b1d8f7c7a35a792fcee0f1b8df258,10
00026124,isc_stepper_mode_reinit_dispatch,undefined,"",unknown,cd5f30d1426f24c9879b135ff35e24501c65d6803d9603d2bde8a1a509b3e5d8,26
00026182,isc_stepper_position_dispatch,undefined,"",unknown,187544c54819cafb06822454c458764deefe62269e475877454dff4373419ec2,25
000261da,isc_periodic_update_dispatch,undefined,"",unknown,ae2a360a772fafd62b8d7e7af32176f9f09a03cd9e51188c32c76b2c0d21a092,19
00026224,isc_f436_source_select_and_reset,undefined,"",unknown,30261e5d8401fb39253fb5abc015a6cd26fbe15c9762afe78e146331d6c3d8c7,13
00026251,isc_f416_f438_reset_on_f20e_bit4,undefined,"",unknown,51f36ed0b1b78bdc3e301a606745c2f4d5ec3badabe26604bf5bd6c965737cd6,9
00026271,f3fa_f3fe_target_select_by_f0f8_bit5,void,"",unknown,156dcdd9d03f2b31443fdc6e695300ee3449c98d380680b0dbfedf6af742473d,13
0002629b,idle_target_rpm_compute_f400,undefined,"",unknown,794b206e5e6239593768cdc8beaa33596a0c3f2d237b07eb24ed65100e022d44,58
0002634d,isc_f41a_correction_calc,undefined,"",unknown,4b011210d239b3690e1894f8c595931d47c8c19a403de8c975ee4bf89ac436b1,76
00026436,f3f0_f42e_correction_calc,undefined,"",unknown,efec80ab2fdbe23189feb85743d0324a99b99f1f6ba8854eb1c5574ba0eaea30,93
0002655d,isc_f426_f03a_decay_calc,undefined,"",unknown,2bf97d7c637dbcee7aea4343e60f7bfa44f60a3e4ffb0dbb2417c9322b503208,32
000265c9,f4de_f4e2_octane_correction_calc,undefined,"",unknown,8f460fe7a9f23f24d8012ac8a1bb0295f3dab767d0ae2c48459249b04eb87d7d,91
000266e2,multi_channel_update_max_dispatch,undefined,"",unknown,a51d5368add28dda56b2f585da04a41062938ee86937c62cdaedd2047d0abc20,156
000268b3,update_max,void,"undefined2 undefined2",__stdcall_far,8b7b676af2f022d3bd7c63fa2424f1b0dc46a179ae8f6532a6beba6c0041f3fe,7
000268c4,calc_f40e_threshold_select,void,"",unknown,2cd52990d30901030a462df8a40cf508de9b929d97f87dd47303654100be7a47,10
000268e2,idle_stepper_table_lookup_wrapper,undefined,"",unknown,f86340e3d664d17bfe552a325230cf5fb0e9937e19b8de35abba2f65726d5239,16
00026914,isc_f036_f424_ramp_calc,undefined,"",unknown,96faafdc8251dca481b04d8a8960947aeba0aa39245f1bb4b42744557fc23f05,25
00026966,isc_f416_f438_dispatch,undefined,"",unknown,3015b83d8bae6fd65fbe4fec4ffacac1b9cf9c4479fb237a30aa90e7bc195a52,6
0002697c,f3f0_bit6_clear,void,"",unknown,c7afe0bb30a7e10c3781145f331bf5fe42c8075ca0d03e122a5c5b1abf88ab39,2
00026982,f3f0_bit13_14_15_hysteresis_gate_check,undefined,"",unknown,c667ed5d4823c994ae764d5c01e913a0084c2cffffd9c58b25d4eb235e0f85ad,43
00026a09,isc_f416_f438_correction_calc,undefined,"",unknown,4dfe0586cb3db094f205d566befb64e1a4febeb0420a1936e27c11f82e56c9cd,31
00026a63,f0f8_bit_based_constant_select,ushort,"",unknown,3331aecfba80daa1d07408ef9241ff05291fd588463ea827bbb29c0101f0b1b0,20
00026a99,f3f4_bit7_update_dispatch,undefined,"",unknown,14036f5f840a286b08964ac7ee65b91809d14b6e5adc01abc4f1c7d2a8173515,7
00026aad,efc8_zero_condition_check,uchar,"",unknown,59d60d7c1e64f929eae9b682f719b01c19ec7636ff9753b097ff34c1080d1c18,14
00026ad8,isc_f438_correction_calc,undefined,"",unknown,b8b2e0fcad8da289b8b41551e6185b24a125568fc2984081bfbff693c96a3d21,58
00026b8b,stub_empty_0x26b8b,undefined,"",unknown,5c697bef04875c046830fdbe33a67873eac27f3e12c45c2ed89e3613cec580bc,1
00026b8d,isc_f428_condition_calc,void,"",unknown,260fe2021b46a509e8664b5831e22d40458eddbd24c6558ccc7d5130a37bd1b6,18
00026bc7,isc_f422_correction_calc,undefined,"",unknown,bd06742a6bdd21a588707c787a31c7dfb1e8f3af54c506614f55e8f5878e538c,33
00026c2e,isc_f3f2_bit6_hysteresis_gate_check,ushort,"",unknown,e19ec72c9e863b1bba4918285bda681d1ba5c93623c5614aa2d856374281b43e,39
00026ca4,isc_f084_f3f0_bit8_update,void,"",unknown,aee486b43c8b0dfaf923c9097e1ccdd49ae19ef4ae9dbcfad30e6f847a516774,25
00026cf0,isc_f42a_table_lookup,undefined,"",unknown,d1e41a885b157d3d080a484452f4fe7f1724e1fb44a2bccb2bb56a3bbf2b3bba,29
00026d4d,isc_f42c_correction_calc,undefined,"",unknown,3c72d2ec463f2a2fe6d5c464ef2da305fb348541c78c755d9e236082f134767a,18
00026d86,isc_f3f0_bit2_hysteresis_gate_check,ushort,"",unknown,57d459f4204953a6c7b70b5d8f46d2cd1aa908854fb6efe1518c566eea3932bf,35
00026dfa,f490_bits01_or_default_select,ushort,"",unknown,8625961203307adc79c68c827f5b108c64fd5b91e0f145352219fc5acbbd55b5,6
00026e0e,isc_f3f0_bit3_and_f434_update,void,"",unknown,79aa636744338c0a15c18e5b1e081effeff3753f2c6aecb5e2e874dc184862c1,35
00026e76,stub_empty_0x26e76,undefined,"",unknown,5c697bef04875c046830fdbe33a67873eac27f3e12c45c2ed89e3613cec580bc,1
00026e78,isc_stepper_state_dispatch,undefined,"",unknown,b8c5c52bd42d9a81ad381bd9a51bda11fb3f58c86721ff65eaa1057de3e887d1,49
00026f12,isc_stepper_position_reached_check,undefined,"",unknown,98d88c4ac83bb3d88fdad8b13f467ad63e68fa661bb7b44f614086accddf720d,30
00026f67,isc_stepper_state_reinit_and_target_select,undefined,"",unknown,a69ee3e2c1df7023e2932ae645b51ba5f342ec47b1876bc3a6232a5663c02ab0,7
00026f82,isc_stepper_output_state_machine_eed4,undefined,"",unknown,c1eb541f17a2136c40fa0079cfc0f13cd8defd6bb59db877cee4d1da7f10ce8e,57
00027032,f3f0_target_state_reset_and_reload,undefined,"",unknown,9d9aa476c0056155cdb95b2a290f3941ed1c87302576baa3c6381a857de7e960,13
0002705b,isc_stepper_mode_state_reload_b,undefined,"",unknown,a49909b749bfbbc4d50f8f0c891dd64b22245346b3dcb516ed0cb0cba51bdf38,28
000270b5,isc_stepper_mode_state_reload_c,undefined,"",unknown,0430124c62a25e85d4edcdbd53801318dfe028868e08515d9cf0a0a44501eb10,11
000270db,isc_stepper_mode_state_reload_d,undefined,"",unknown,82ed427622a5125b56c828825b49f2fa9621c51cf7daddfc24fc8665aa14f80d,15
0002710d,isc_efd0_gate_condition_check,uchar,"",unknown,f33a37aa4fddfce6ffb8aaee75dd4a391c00ac329f62ecb96a16398e43e8292c,22
00027152,isc_f408_f406_stepper_target_calc,undefined,"",unknown,5228f5c42f94b313a421733e6e760a844bdf43b27c1ce5fffed3c9573e2bcb43,23
00027198,isc_stepper_target_dispatch,undefined,"",unknown,f66671178a0cf9315a7e9fe535ca96a7ee68292f29eadb3042b68789c834f70c,30
000271f8,f3f0_bit0_update,ushort,"",unknown,95f7fa122d9610a8ceba135dae9cbefcd9f0eb3754391e0f43274421ae841b7a,10
0002721a,f3f4_bit0_update_and_check,ushort,"",unknown,ed6be1017cfbd9dd343c4b2fa7be28f801c72aaca06f44873865ad5880604ead,18
0002724f,isc_stepper_trim_dispatch,undefined,"",unknown,c2832402ce29c06beae47fda6be32dd4cecd2a5b9ee386b3634becb4b64ab581,4
0002725d,isc_f402_stepper_target_calc,undefined,"",unknown,5ef4ad266cd4bf017ef35bd0dbe804775b2aca8448b6cb4a4fb4ca76b2279702,11
00027281,f414_trim_calc_gated_by_f0f8_f3f0,undefined,"",unknown,c4894f71da57c661c28bf1b81707c9f5561ee9433a318dab7fbb4359b5c6d32b,22
000272c6,isc_f408_correction_calc,undefined,"",unknown,581e7bb5f855df101d2c1c071d29fd398ad916cfb36e79c00d4d940eb95e98f7,70
0002739e,f0f8_bit5_constant_select,ushort,"",unknown,4090bb96b017389e8779acb7c56a117fc1cac4552a5e26421d7b29ff1952f0dd,10
000273b8,isc_stepper_target_clamp_calc,undefined,"",unknown,5a43e3a9b9744adf23cfdfa5a1013bc6b0f5f8a6d78067195ce2572f8810e520,34
00027416,isc_f408_from_f402_dispatch,undefined,"",unknown,5d825e6e44e0689353c2da93912c356e31b2d655f376f4d0ffc60c0d90de8cb1,5
00027428,isc_efd4_gate_condition_check,ushort,"",unknown,ff89a359b25f73599c8b6f281ba437b6e4e0bb76f6b20495b5e466dbb54c6ee4,21
00027465,isc_stepper_correction_dispatch_b,undefined,"",unknown,3015b83d8bae6fd65fbe4fec4ffacac1b9cf9c4479fb237a30aa90e7bc195a52,6
0002747b,isc_f402_composite_correction_calc,undefined,"",unknown,df9eff6053d9468c19fce9e0509e5c8d9240f8a6be1e6af96634be2666f6940e,96
00027597,isc_f41c_table_lookup,undefined,"",unknown,c050c146eee2d5dc26f204c089014d72c6755ec561e9def2abdd80bbdfa1cbb8,13
000275c2,isc_f41e_table_lookup,undefined,"",unknown,7bee4f66f774279ae1789e8d6339a7a919295dcd8be76af49b18140daa446b5c,44
00027644,f3f4_bit2_3_4_hysteresis_gate_check,undefined,"",unknown,66054fc2c7f1bdf49699937fa8570bfc1d47432372e379b02c2e5b1fb36dd0de,45
000276d3,f0f8_gated_constant_select_f3f4_neighbor,undefined,"",unknown,fdea5c201bfe12a3d65111e0aca59f5c3b305f4c02d92f2f9239ebb3e7c7162e,15
000276fb,isc_f420_correction_calc,undefined,"",unknown,ecbcd76b98e7fc1508b9af1278990444c1aba6f5b0980b3719fd361686232a45,50
00027792,f216_bit6_constant_select,ushort,"",unknown,5a796aae49d4e4f7cc7259c4fcf3b750f307210c245c4a54f63d4b0d1ed7ab00,15
000277b8,isc_f42e_or_default_select,ushort,"",unknown,a9c1208f73933bf7756fef19a2887d0d81c69f8106a5e15496edc24ad6bb64e2,15
000277de,isc_f038_constant_select,ushort,"",unknown,c21af3e6cc18112857b600d8a92083b7325d418730fc15dc4781eb1effa54979,27
0002782a,f0f8_bit9_constant_or_calc_select,undefined,"",unknown,ce266adae54f96d5f0078055b18b169381c0029627404b7ddb8c96a0508ac721,18
0002785a,f490_bits01_constant_select,ushort,"",unknown,1793022216ec3d04966a4a0468aba340b5308e5328299e21626fc590e5c433ba,26
000278a4,f3f0_bit8_constant_select,ushort,"",unknown,5a796aae49d4e4f7cc7259c4fcf3b750f307210c245c4a54f63d4b0d1ed7ab00,15
000278ca,f0f8_masked_constant_select,ushort,"",unknown,5e640ba2065b004ba3f60c1e32061bdb7f5548eda32214b1051e2b2c7906bb2c,14
000278ef,isc_f416_f3f0_bit5_gate_check,undefined,"",unknown,94b544ff92c32872fca5459e193621de0a609063775a91ee5cc4bba745b0c268,25
00027933,isc_f3fa_f3fe_dispatch,undefined,"",unknown,b0a2985f7aabfba9be459b321871c972b8b434703414cab7c491c3983d595c64,12
00027959,isc_f406_ramp_gate_condition_check,undefined,"",unknown,eeb172a25a7b41c790b19c0de8b2b28d92e3e79d3a8e7671628923d931db0312,19
00027990,isc_f3fa_f3fc_f3fe_correction_calc,undefined,"",unknown,05fe08e4d68e231ad48b4bf1011dee13cafa1b37d444fccf9927ec2151ee4350,33
000279f1,select_const_by_flags_eeca,ushort,"",unknown,b8655d2da2f2ef7912018b9618d651ac37a054de5c69d7485c4f12281f8987bc,17
00027a20,isc_eeca_update_dispatch,undefined,"",unknown,36f4e9f986d6141212c6a02742b75ad930abd5ee1f8a61dcc784ede422528acb,5
00027a2e,isc_eeca_update_gate_condition_check,undefined,"",unknown,bf0e9e59e86c389b0a770f67121c8aff5819f3ae6d07a57cf881a35206c4b92a,30
00027a81,isc_eeca_eecc_eece_correction_calc,undefined,"",unknown,cb4e71d6110419167a70738d35156b9b43dd991778806a2538db012ab72904be,59
00027b2b,isc_f408_composite_dispatch,undefined,"",unknown,8d77d4e30d3ec62f3d88c2ba0ef49e2f697ef35d05db29135a3171b1035041da,22
00027b6e,isc_f3fa_f3fc_f3fe_select,ushort,"",unknown,b8655d2da2f2ef7912018b9618d651ac37a054de5c69d7485c4f12281f8987bc,17
00027b9d,isc_f406_clamp_dispatch,undefined,"",unknown,cb6be22d26378cea1dab87f4e8e8657821041c9989ec7bfb61e5463c1bb662b2,13
00027bc6,isc_table_read_byte_clamped_2eca,undefined,"",unknown,e8eee69def6ccbf852c8ff739ed2a1fbc937aea789b815759baa3d97ea1ee403,15
00027beb,isc_f412_f082_stall_timer_calc,undefined,"",unknown,e051c25e16798e6bb041e362f63d7620ecd83c00ac1bc269ac0589de85456c31,42
00027c6d,mirror_f406_f408_to_f40a_f40c,undefined,"",unknown,3f5e6261687cab194e88aacf51566f03a35147e028e56f277bb2e8066ba21d16,5
00027c80,startup_phase_reset_wrapper,undefined,"",unknown,13751a54af2180736e01dc2f4e4502224f8c885916e62d1abe0e26413c6f083a,2
00027c86,warmup_state_f594_f0e6_init,void,"",unknown,e4eeda4051aa975218675bf2ece09d66ff13c0cb2326e94448e788a5547ef412,5
00027c99,engine_warmup_periodic_dispatch,undefined,"",unknown,08051f3ac8797407d38dbb64f44a30126b6185f723c019d8767c235f942abffe,8
00027cb7,startup_phase_reset_eed6_cluster,undefined,"",unknown,5c67719c6793b027d79d9660220ec86bc9a101cd6fb3442a2fe24de9cb1fa298,37
00027d33,eeea_bit0_update_on_efa2,void,"",unknown,432b8c8b45f48a12e316afea5c3e33453d9fbf71d724b50e67dc5e888e7da940,11
00027d55,knock_sensor_diagnostic_update,undefined,"",unknown,07e9af38148a889f407a8a53441ab05e8130587d4fc430cd503418c5d5ad0bbf,62
00027e1a,f516_request_latch_f09a_calib_select,undefined,"",unknown,afd304ffe45b6b3bca8b552d41690c5256813089b48317e4900d7d5bf29eaa81,36
00027e92,engine_warmup_dispatch_b,undefined,"",unknown,0191bec84282bf6e489d8861e54d015c74ab699220e393a4cd0b39b8cbbaffc3,3
00027e9c,f502_state_table_dispatch,undefined,"",unknown,3cdaecbd9b47511c311b9fc7a147068ba8c239b32a97ae4fe23fa23c37e08299,81
00027f60,f502_state_index_update,void,"undefined2 ushort",__stdcall_far,a2dfabe33c7360a2f559321ebe3ea4f2520d6a71a8d8d2be1b0f04c123fd4c59,29
00027fb1,f17a_load_zone_and_ef96_f1d8_check,undefined,"",unknown,3cc8b0d8af6188808bffb8d149dd7547a7a154ca45c5357193085d78d81aec42,20
0002800a,phase_dispatch_efa2_f500_f5ee_gate_check,undefined,"",unknown,9e98c8f613e10d89996e5c484c1ae5e90a03112143e44e2adc82fe452be923f7,18
00028082,f17a_f13c_load_zone_and_f514_gate_check,undefined,"",unknown,3d004dfc53fe1114d2287d9ca0f3776af77260af2e7f43741dee9f48bd3389dc,21
00028279,eee4_eeda_bit6_update_from_f0f8_bit12,undefined,"",unknown,1817ff539641c783459aad2b796193bffdc28779f194876e75ef28977dcb8052,25
000282c1,eee0_eeee_diag_flags_reset_dispatch,undefined,"",unknown,d0ded1db8b9beb3af516529cb09d80675442ccd393c97d34d0a69b80e0308fcc,111
00028413,startup_phase_reset_eed6_eefa_bulk,undefined,"",unknown,53d58cfffae611f1dec5534746ed3ef98368f0c1e2c200047bf3a22a0553cbca,39
000284a3,knock_octane_f0e6_bit3_gate_dispatch,undefined,"",unknown,c4150ce0f107974c5e28c98f59dc4c5d2cdd604b56a7b0f8b3ca5fc2deb787fb,60
00028557,knock_octane_pattern_match_state_machine,uchar,"",unknown,72cf43ad8d991aae15f90817ea6e427e2a59b7e7ce916c7bef6dae1fa8955514,128
00028700,f516_hibits_f520_f0f2_mode_select,void,"",unknown,2ae1c842652326784b0ecb436969b1f4f3984a91d1bc5d28250f0930a977756b,60
000287af,sci1_protocol_state_machine,undefined,"",unknown,22d46863c1c64998f25f29ba9deaf2e609cccdb128fa89e0bada63e5de0a8d45,40
0002882b,sci1_dispatch_and_latch_response,undefined,"",unknown,f81f4294d91c54a4fc9cb8be272e33737897554a848ba41cd04922f757879281,20
00028869,sci1_meta_cmd_dispatch_c0_ff,undefined,"",unknown,2c7bebc29e1d52ea6f487e4e5b8e42021de80c85aa540daf59eff2783bdde6b6,202
00028acf,f00e_f520_f526_gate_condition_check,ushort,"",unknown,7eb9eca8c9c351a925b258cda2bf9db45323545378c589b29eb9ac7f4aee93ff,25
00028b1b,f510_f512_f00e_f514_reset,undefined,"",unknown,40e5cc0398538a53946da4ef941e7227ed77026b307cf8af3f8b474f436f149f,5
00028b2f,sci1_periodic_phase_dispatch_f526,undefined,"",unknown,4cb4bc99017fec98092f5267656814cd20e1f3bc862a65ceddc588f1143c0fb0,11
00028b62,f588_duty_gate_f516_bit11_set,undefined,"",unknown,ac17c669b4c07f6a81775536b6fa509c3184db8141d56e30b93c9a0e3547495c,11
00028b89,phase_cases_1to6_f516_hibit_f54a_writer,undefined,"",unknown,0c642887e31eee50d62442207e7b72a4b1dfd9156b59fbe5eb2bafa887b9986d,90
00028cc8,phase_case7_f590_gate_advance_or_latch,undefined,"",unknown,bd6465f5dd1790a5a436e428d008977bd1c6dd02b5fc0a22836b92ce68063574,25
00028d23,f526_state_reset_dispatch,undefined,"",unknown,b2144848a0debf46e0ac4861acc8a77ce3d0b4ddf4cb7a7c979685a2f3a3602c,25
00028d7d,diagnostic_snapshot_f54a_f566_build,undefined,"",unknown,d787e68e73a13413138643bcea1b7999fdee5c4c5795a2dd819cdf81444506da,82
00028f00,isc_f35c_correction_calc,undefined,"",unknown,7cfd8b3c542c58b7ef4ba3ffb815efac1322762407e00e546af1fa97f38c708c,6
00028f13,f430_clear,ushort,"",unknown,436af931f59fd74371007e6607e9453dc3fc07f02e4f3924001f28fcc5faf14f,3
00028f1b,f432_clear,ushort,"",unknown,436af931f59fd74371007e6607e9453dc3fc07f02e4f3924001f28fcc5faf14f,3
00028f80,stub_empty_0x28f80,undefined,"",unknown,5c697bef04875c046830fdbe33a67873eac27f3e12c45c2ed89e3613cec580bc,1
00028f82,o2_wideband_state_cold_init,void,"",unknown,b6fdc09756bd24d5ab19dd61b009b9d8bb1c8c7ba6b86a8dabf23748b167e988,13
00028fbc,o2_wideband_state_warm_init,void,"",unknown,492df0e8ff4b7b8f139b00b5187ea4b9d115d99ad298e0a877c718a37c6a962b,18
00028fff,tcu_shift_torque_and_knock_mgmt,undefined,"",unknown,0c265c5ff13e76d5e5d53d6f97b987b5ee59be4fd857a85ba274fb6a086f8d2c,1003
00029c33,tcu_f384_f388_hysteresis_gate_check,undefined,"",unknown,7b4722c3d87ed3c729e51b187e788eb8b1610a84d70f225c24d217df1f56a9e1,22
00029c68,tcu_shift_state_reset,undefined,"",unknown,6f99befaf81efbf9d15a5010184dcc89f9615f074b714b1756ac43bc89160f64,15
00029c9f,tcu_torque_state_reset,undefined,"",unknown,6f9f523911db5625e798d0d031ab99d380fa452760946a403ec93814e6e64dd1,9
00029cc7,tcu_shift_timing_state_machine,undefined,"",unknown,ff8c0ce24a990f048366579b9ac56bc1d1b444a9136eb32c6c129233759a96df,202
00029f40,tcu_shift_timer_reset,undefined,"",unknown,a1164a8f9175c66d8fef4ef44f26210674fcc31d13554f6b802885f8531df1dc,7
00029f57,tcu_shift_timer_arm,undefined,"",unknown,351212022b1d96f416c037e85217b6910fdcb07542b2af9a96f6a602219aa3db,17
00029f8b,tcu_f382_correction_calc,undefined,"",unknown,b5ec74666753e6fc6bac3d6443653287c4ebf31133f5230c5bfdfd4e3184c9b4,16
00029fba,fuel_pw_and_airvol_compute,undefined,"",unknown,0b320bd94222dd5e9d69958340f4738b8b0c95cd33bf6f478f7c211e4826dfc3,663
0002a796,tcu_periodic_timer_update,void,"",unknown,65bca6e414e3e302f8b37bc560ec5f36d84e35dc3b946c54fe3f2f30db9c6794,31
0002a7f7,f2cc_offset_accumulate,undefined,"",unknown,afc4bd6af6f72d7e86ba2d9a0b3e7128bb229cced5652e527f5850011ed5d1f6,27
0002a83b,channel_enable_mask_build_and_dispatch_ff2x_ff3x,undefined,"",unknown,c0973cde807e57622a31788d5189b9358a3098760c2099579952fda3d9ef1bdb,26
0002a882,diag_status_f200_f50e_update,undefined,"",unknown,4910d3b705019e2b96a2b1a92e4d2db15248eeee25e57a60b8fe4413908ab006,25
0002a8cf,stub_empty_0x2a8cf,undefined,"",unknown,5c697bef04875c046830fdbe33a67873eac27f3e12c45c2ed89e3613cec580bc,1
0002a8d1,stub_empty_0x2a8d1,undefined,"",unknown,5c697bef04875c046830fdbe33a67873eac27f3e12c45c2ed89e3613cec580bc,1
0002a8d3,sci3_rx_process_tcu_byte,undefined,"",unknown,ca264a5d897bc3201f15602d7bca90956e11da647cf64d6040f7d52fddcfa82e,32
0002a980,tcu_gear_ratio_state_init,void,"",unknown,38931cb9dfa2ee4e674abf844dcba72fa210d9cab6f36157fc1709bdbf017996,6
0002a997,throttle_idle_state_cold_init,undefined,"",unknown,d2b94e151e022c2ab389ff5a30061dcf9e4e2fa2bbcce5964b64822a0b4132a5,39
0002aa36,tcu_rx_main_scheduler,undefined,"",unknown,3f1eb08c8a6c4455d26d6d6643121f6935a8b6c35ecd3bdacae832c6c1685ed4,1127
0002b880,tcu_gear_shift_history_reset,undefined,"",unknown,a234003857bb316e13a0a59e912510ad5f352688009775363648768fed188c7b,16
0002b8ca,tcu_diagnostic_state_cold_init,undefined,"",unknown,c007ae24d74831ebeb927ed8abeabea0ef609438ef312ddf1def14feff82c1f1,60
0002b9a5,tcu_shift_flags_dispatch,undefined,"",unknown,a0a797ff3f4953536fea492988285adcb25193a2b0e0a85834bef917a725108a,22
0002b9f4,tcu_shift_solenoid_table_init,undefined,"",unknown,76e2fd7dd5fe78d1852c4a5d51069176b129b1d0e4d072b5639a2366d3266c51,130
0002bbbb,tcu_shift_timer_scale_init,undefined,"",unknown,4224187f9c0955b2c92898f4183896d2f29936477335476719b29c8f14e61d8c,27
0002bc0f,tcu_dtc_status_check_dispatch,void,"",__stdcall,eaf513876492c7eec35c099df6b3196d41993d9c542c5ba19828e42add490fa6,132
0002bdb3,update_max_f04e,void,"undefined2 undefined2",__stdcall_far,cf2a08e6db4377a094f80227d561ffc1482c694c874f3877109e6054385a2e1c,8
0002bdc7,tcu_f050_max_update,void,"undefined2 undefined2",__stdcall_far,cf2a08e6db4377a094f80227d561ffc1482c694c874f3877109e6054385a2e1c,8
0002bddb,tcu_torque_converter_slip_calc_far_trampoline,undefined,"",unknown,13751a54af2180736e01dc2f4e4502224f8c885916e62d1abe0e26413c6f083a,2
0002bde1,tcu_torque_converter_slip_calc,undefined,"",unknown,1d74dc29e2138e651c1be9321e1f3f87cd0004aaefe624b9383388d8d8150574,158
0002bfc9,tiered_threshold_table_select,undefined,"",unknown,524d3efc30dd7dc71402428924a2d421d6532e2423344fd4dba192891343de05,33
0002c028,tcu_shift_quality_index_calc,undefined,"",unknown,8e89d8e604765fdea3d8050a6efdadd119921272ba1b4aca0a09d192c8bf28e9,55
0002c0bd,tcu_shift_pattern_threshold_select,undefined,"",unknown,f63b22e188142b44647f122968af87049b5b919b0e268aee36d826936d9bb361,44
0002c129,stub_empty_0x2c129,undefined,"",unknown,5c697bef04875c046830fdbe33a67873eac27f3e12c45c2ed89e3613cec580bc,1
0002c12b,tcu_periodic_dispatch,undefined,"",unknown,5949c8a71e48ce5f26856c324a5a96a957c634184e3b429b407ebaa286932484,21
0002c16e,tcu_shift_ratio_buffer_update,undefined,"",unknown,5c1bb09b1cd209ebaa9d553135975a3bcec5d181c7b1204d7037fe53684d1ac3,120
0002c2d9,tcu_solenoid_diagnostic_calc,undefined,"",unknown,1729a085ef29111917b78a121989d18a0836925f5911d6372236a3d4a3ddafb9,515
0002c8e9,tcu_shift_buffer_average_calc,undefined,"",unknown,043c4929bcbeefc06a99c40e1d8bf035a1aaf0f47876e7cabb50ec3b469b32aa,113
0002ca68,coldinit_f6c0_f7c8_state_clear_and_intc_flag_read,undefined,"",unknown,15a13f630c8f067a2649dabc05f6ae7cb5f099abce569da905012e4e7d71708b,26
0002cac4,tcu_gear_ratio_calc,undefined,"",unknown,c40b0b1e915b20d3153710b5be49b49cb546483d1f99dc4a4a106b63cdeeea22,271
0002cdf6,tcu_lockup_clutch_state_update,undefined,"",unknown,14156ba4bf0fce2a539c7139a13cdad0b45a367552e19e49a0e3431e45bf03d6,79
